,ICAO,Name,Altitude ,Latitude,Longitude,,,,,,,,,,,,,,,,,,
3206,KOCH,Nacogdoches Airport,344,31.578176,-94.709999,,,,,,,,,,,,,,KOCH,Nacogdoches Airport,344,31.578176,-94.709999
3207,NFFN,Nadi International Airport,59,-17.755301,177.443298,,,,,,,,,,,,,,NFFN,Nadi International Airport,59,-17.755301,177.443298
3208,GMMW,Nador International Airport,574,34.988888,-3.028333,,,,,,,,,,,,,,GMMW,Nador International Airport,574,34.988888,-3.028333
3209,USMM,Nadym Airport,49,65.481659,72.698883,,,,,,,,,,,,,,USMM,Nadym Airport,49,65.481659,72.698883
3210,RPUN,Naga Airport,142,13.587222,123.269997,,,,,,,,,,,,,,RPUN,Naga Airport,142,13.587222,123.269997
3211,RJFU,Nagasaki Airport,15,32.916939,129.913605,,,,,,,,,,,,,,RJFU,Nagasaki Airport,15,32.916939,129.913605
3212,RJGG,Nagoya Chubu Centrair International Airport,15,34.85841,136.805405,,,,,,,,,,,,,,RJGG,Nagoya Chubu Centrair International Airport,15,34.85841,136.805405
3213,RJNA,Nagoya Komaki Airport,49,35.255501,136.924423,,,,,,,,,,,,,,RJNA,Nagoya Komaki Airport,49,35.255501,136.924423
3214,VANP,Nagpur Dr. Babasaheb Ambedkar International Airport,1033,21.09219,79.04718,,,,,,,,,,,,,,VANP,Nagpur Dr. Babasaheb Ambedkar International Airport,1033,21.09219,79.04718
3215,CYDP,Nain Airport,60,56.548573,-61.685467,,,,,,,,,,,,,,CYDP,Nain Airport,60,56.548573,-61.685467
3216,HKJK,Nairobi Jomo Kenyatta International Airport,5330,-1.31924,36.927769,,,,,,,,,,,,,,HKJK,Nairobi Jomo Kenyatta International Airport,5330,-1.31924,36.927769
3217,HKNW,Nairobi Wilson Airport,5546,-1.32171,36.814831,,,,,,,,,,,,,,HKNW,Nairobi Wilson Airport,5546,-1.32171,36.814831
3218,OENG,Najran Domestic Airport,3982,17.611429,44.419159,,,,,,,,,,,,,,OENG,Najran Domestic Airport,3982,17.611429,44.419159
3219,RJCN,Nakashibetsu Airport,234,43.577499,144.960007,,,,,,,,,,,,,,RJCN,Nakashibetsu Airport,234,43.577499,144.960007
3220,UBBN,Nakhchivan International Airport,2863,39.18861,45.458332,,,,,,,,,,,,,,UBBN,Nakhchivan International Airport,2863,39.18861,45.458332
3221,VTUW,Nakhon Phanom Airport,587,17.383789,104.642998,,,,,,,,,,,,,,VTUW,Nakhon Phanom Airport,587,17.383789,104.642998
3222,VTUQ,Nakhon Ratchasima Airport,765,14.94949,102.312698,,,,,,,,,,,,,,VTUQ,Nakhon Ratchasima Airport,765,14.94949,102.312698
3223,VTSF,Nakhon Si Thammarat Airport,13,8.539444,99.944725,,,,,,,,,,,,,,VTSF,Nakhon Si Thammarat Airport,13,8.539444,99.944725
3224,URMN,Nalchik Airport,1460,43.513332,43.638332,,,,,,,,,,,,,,URMN,Nalchik Airport,1460,43.513332,43.638332
3225,UTFN,Namangan Airport,1555,40.98457,71.55674,,,,,,,,,,,,,,UTFN,Namangan Airport,1555,40.98457,71.55674
3226,WAPR,Namlea Airport,78,-3.236448,127.10006,,,,,,,,,,,,,,WAPR,Namlea Airport,78,-3.236448,127.10006
3227,FQNP,Nampula Airport,1444,-15.1056,39.281799,,,,,,,,,,,,,,FQNP,Nampula Airport,1444,-15.1056,39.281799
3228,WAPG,Namrole Airport,31,-3.8548,126.701202,,,,,,,,,,,,,,WAPG,Namrole Airport,31,-3.8548,126.701202
3229,ENNM,Namsos Airport,7,64.467003,11.583,,,,,,,,,,,,,,ENNM,Namsos Airport,7,64.467003,11.583
3230,VTCN,Nan Airport,702,18.799999,100.783333,,,,,,,,,,,,,,VTCN,Nan Airport,702,18.799999,100.783333
3231,CYCD,Nanaimo Airport,92,49.054443,-123.870003,,,,,,,,,,,,,,CYCD,Nanaimo Airport,92,49.054443,-123.870003
3232,CAC8,Nanaimo Harbour Seaplane Base,-1,49.169918,-123.934952,,,,,,,,,,,,,,CAC8,Nanaimo Harbour Seaplane Base,-1,49.169918,-123.934952
3233,ZSCN,Nanchang Changbei International Airport,143,28.865,115.900002,,,,,,,,,,,,,,ZSCN,Nanchang Changbei International Airport,143,28.865,115.900002
3234,ZUNC,Nanchong Gaoping Airport,5906,30.793888,106.159721,,,,,,,,,,,,,,ZUNC,Nanchong Gaoping Airport,5906,30.793888,106.159721
3235,LFSN,Nancy Essey Airport,751,48.692081,6.22605,,,,,,,,,,,,,,LFSN,Nancy Essey Airport,751,48.692081,6.22605
3236,VAND,Nanded Airport,1250,19.18194,77.318611,,,,,,,,,,,,,,VAND,Nanded Airport,1250,19.18194,77.318611
3237,ZSNJ,Nanjing Lukou International Airport,49,31.742041,118.862,,,,,,,,,,,,,,ZSNJ,Nanjing Lukou International Airport,49,31.742041,118.862
3238,RJBD,Nanki Shirahama Airport,298,33.66222,135.364395,,,,,,,,,,,,,,RJBD,Nanki Shirahama Airport,298,33.66222,135.364395
3239,ZGNN,Nanning Wuxu International Airport,421,22.608259,108.172401,,,,,,,,,,,,,,ZGNN,Nanning Wuxu International Airport,421,22.608259,108.172401
3240,LFRS,Nantes Atlantique Airport,90,47.15694,-1.60777,,,,,,,,,,,,,,LFRS,Nantes Atlantique Airport,90,47.15694,-1.60777
3241,ZSNT,Nantong Xingdong Airport,7546,32.072922,120.975601,,,,,,,,,,,,,,ZSNT,Nantong Xingdong Airport,7546,32.072922,120.975601
3242,KACK,Nantucket Memorial Airport,47,41.253052,-70.060097,,,,,,,,,,,,,,KACK,Nantucket Memorial Airport,47,41.253052,-70.060097
3243,ZHNY,Nanyang Jiangying Airport,131,32.98,112.610001,,,,,,,,,,,,,,ZHNY,Nanyang Jiangying Airport,131,32.98,112.610001
3244,HKNY,Nanyuki Airport,6250,-0.067,37.033001,,,,,,,,,,,,,,HKNY,Nanyuki Airport,6250,-0.067,37.033001
3245,KAPC,Napa County Airport,33,38.212223,-122.279999,,,,,,,,,,,,,,KAPC,Napa County Airport,33,38.212223,-122.279999
3246,PANA,Napakiak Airport,17,60.6903,-161.979004,,,,,,,,,,,,,,PANA,Napakiak Airport,17,60.6903,-161.979004
3247,PAPK,Napaskiak Airport,24,60.7029,-161.778,,,,,,,,,,,,,,PAPK,Napaskiak Airport,24,60.7029,-161.778
3248,NZNR,Napier Hawke's Bay Airport,3,-39.468254,176.867371,,,,,,,,,,,,,,NZNR,Napier Hawke's Bay Airport,3,-39.468254,176.867371
3249,LIRN,Naples Airport,294,40.886028,14.29078,,,,,,,,,,,,,,LIRN,Naples Airport,294,40.886028,14.29078
3250,KAPF,Naples Municipal Airport,8,26.152201,-81.775703,,,,,,,,,,,,,,KAPF,Naples Municipal Airport,8,26.152201,-81.775703
3251,NTGN,Napuka Airport,7,-14.1767,-141.266998,,,,,,,,,,,,,,NTGN,Napuka Airport,7,-14.1767,-141.266998
3252,YNRC,Naracoorte Airport,169,-36.985298,140.725006,,,,,,,,,,,,,,YNRC,Naracoorte Airport,169,-36.985298,140.725006
3253,VTSC,Narathiwat Airport,16,6.519922,101.743401,,,,,,,,,,,,,,VTSC,Narathiwat Airport,16,6.519922,101.743401
3254,YNBR,Narrabri Airport,788,-30.318291,149.829117,,,,,,,,,,,,,,YNBR,Narrabri Airport,788,-30.318291,149.829117
3255,YNAR,Narrandera Airport,474,-34.702221,146.512222,,,,,,,,,,,,,,YNAR,Narrandera Airport,474,-34.702221,146.512222
3256,BGBW,Narsarsuaq Airport,112,61.160709,-45.425598,,,,,,,,,,,,,,BGBW,Narsarsuaq Airport,112,61.160709,-45.425598
3257,ULAM,Naryan-Mar Airport,36,67.639999,53.121941,,,,,,,,,,,,,,ULAM,Naryan-Mar Airport,36,67.639999,53.121941
3258,KTTS,NASA Shuttle Landing Facility,10,28.615,-80.694504,,,,,,,,,,,,,,KTTS,NASA Shuttle Landing Facility,10,28.615,-80.694504
3259,VAOZ,Nashik Ozar Airport,1900,20.119444,73.913612,,,,,,,,,,,,,,VAOZ,Nashik Ozar Airport,1900,20.119444,73.913612
3260,KASH,Nashua Airport,200,42.778889,-71.509445,,,,,,,,,,,,,,KASH,Nashua Airport,200,42.778889,-71.509445
3261,KBNA,Nashville International Airport,599,36.12447,-86.678101,,,,,,,,,,,,,,KBNA,Nashville International Airport,599,36.12447,-86.678101
3262,KJWN,Nashville John C. Tune Airport,495,36.18222,-86.886665,,,,,,,,,,,,,,KJWN,Nashville John C. Tune Airport,495,36.18222,-86.886665
3263,MYNN,Nassau Lynden Pindling International Airport,16,25.04105,-77.463669,,,,,,,,,,,,,,MYNN,Nassau Lynden Pindling International Airport,16,25.04105,-77.463669
3264,SBSG,Natal International Airport,169,-5.768056,-35.37611,,,,,,,,,,,,,,SBSG,Natal International Airport,169,-5.768056,-35.37611
3265,CYNA,Natashquan Airport,39,50.189999,-61.789101,,,,,,,,,,,,,,CYNA,Natashquan Airport,39,50.189999,-61.789101
3266,KHEZ,Natchez Adams County Airport,272,31.614721,-91.296387,,,,,,,,,,,,,,KHEZ,Natchez Adams County Airport,272,31.614721,-91.296387
3267,CNH2,Natuashish Airport,33,55.913891,-61.184444,,,,,,,,,,,,,,CNH2,Natuashish Airport,33,55.913891,-61.184444
3268,CYUT,Naujaat Airport,75,66.521378,-86.224701,,,,,,,,,,,,,,CYUT,Naujaat Airport,75,66.521378,-86.224701
3269,ANYN,Nauru International Airport,22,-0.54745,166.919098,,,,,,,,,,,,,,ANYN,Nauru International Airport,22,-0.54745,166.919098
3270,NFNA,Nausori International Airport,17,-18.0432,178.559204,,,,,,,,,,,,,,NFNA,Nausori International Airport,17,-18.0432,178.559204
3271,SBNF,Navegantes Victor Konder International Airport,19,-26.87904,-48.650291,,,,,,,,,,,,,,SBNF,Navegantes Victor Konder International Airport,19,-26.87904,-48.650291
3272,UTSA,Navoi International Airport,98,40.117771,65.175003,,,,,,,,,,,,,,UTSA,Navoi International Airport,98,40.117771,65.175003
3273,LGNX,Naxos Island National Airport,10,37.080551,25.36805,,,,,,,,,,,,,,LGNX,Naxos Island National Airport,10,37.080551,25.36805
3274,VYNT,Naypyidaw Airport,298,19.622499,96.201385,,,,,,,,,,,,,,VYNT,Naypyidaw Airport,298,19.622499,96.201385
3275,SPZA,Nazca Maria Reiche Neuman Airport,1860,-14.854167,-74.961777,,,,,,,,,,,,,,SPZA,Nazca Maria Reiche Neuman Airport,1860,-14.854167,-74.961777
3276,FLSK,Ndola Simon Mwansa Kapwepwe International Airport,4308,-12.961792,28.517223,,,,,,,,,,,,,,FLSK,Ndola Simon Mwansa Kapwepwe International Airport,4308,-12.961792,28.517223
3277,SKNV,Neiva Benito Salas Airport,1464,2.950422,-75.2939,,,,,,,,,,,,,,SKNV,Neiva Benito Salas Airport,1464,2.950422,-75.2939
3278,NZNS,Nelson Airport,3,-41.297062,173.223969,,,,,,,,,,,,,,NZNS,Nelson Airport,3,-41.297062,173.223969
3279,FANS,Nelspruit Airport,2901,-25.5007,30.913469,,,,,,,,,,,,,,FANS,Nelspruit Airport,2901,-25.5007,30.913469
3280,FAKN,Nelspruit Kruger Mpumalanga International Airport,2829,-25.383101,31.1056,,,,,,,,,,,,,,FAKN,Nelspruit Kruger Mpumalanga International Airport,2829,-25.383101,31.1056
3281,CYHH,Nemiscau Airport,804,51.691101,-76.135597,,,,,,,,,,,,,,CYHH,Nemiscau Airport,804,51.691101,-76.135597
3282,OENN,Neom Bay Airport,33,27.917212,35.294044,,,,,,,,,,,,,,OENN,Neom Bay Airport,33,27.917212,35.294044
3283,VNNG,Nepalgunj Airport,540,28.103611,81.666946,,,,,,,,,,,,,,VNNG,Nepalgunj Airport,540,28.103611,81.666946
3284,BGCO,Nerlerit Inaat Airport,45,70.743332,-22.6605,,,,,,,,,,,,,,BGCO,Nerlerit Inaat Airport,45,70.743332,-22.6605
3285,EDBN,Neubrandenburg Airport,229,53.602238,13.305836,,,,,,,,,,,,,,EDBN,Neubrandenburg Airport,229,53.602238,13.305836
3286,EDSN,Neuhausen ob Eck Airport,2628,47.97662,8.905584,,,,,,,,,,,,,,EDSN,Neuhausen ob Eck Airport,2628,47.97662,8.905584
3287,AT16,Neumayer III Skiway,55,-70.633331,-8.263333,,,,,,,,,,,,,,AT16,Neumayer III Skiway,55,-70.633331,-8.263333
3288,EDHN,Neumunster Airport,72,54.079445,9.941389,,,,,,,,,,,,,,EDHN,Neumunster Airport,72,54.079445,9.941389
3289,SAZN,Neuquen Presidente Peron International Airport,895,-38.949001,-68.155701,,,,,,,,,,,,,,SAZN,Neuquen Presidente Peron International Airport,895,-38.949001,-68.155701
3290,LFQG,Nevers Fourchambault Airport,602,47.003731,3.110742,,,,,,,,,,,,,,LFQG,Nevers Fourchambault Airport,602,47.003731,3.110742
3291,TKPN,Nevis Newcastle International Airport,13,17.205,-62.592499,,,,,,,,,,,,,,TKPN,Nevis Newcastle International Airport,13,17.205,-62.592499
3292,LTAZ,Nevsehir Kapadokya Airport,2835,38.76889,34.52639,,,,,,,,,,,,,,LTAZ,Nevsehir Kapadokya Airport,2835,38.76889,34.52639
3293,KEWB,New Bedford Regional Airport,80,41.676945,-70.959167,,,,,,,,,,,,,,KEWB,New Bedford Regional Airport,80,41.676945,-70.959167
3294,KEWN,New Bern Coastal Carolina Regional Airport,18,35.072971,-77.0429,,,,,,,,,,,,,,KEWN,New Bern Coastal Carolina Regional Airport,18,35.072971,-77.0429
3295,MYCB,New Bight Airport,14,24.315001,-75.453613,,,,,,,,,,,,,,MYCB,New Bight Airport,14,24.315001,-75.453613
3296,KBAZ,New Braunfels Regional Airport,651,29.703056,-98.041115,,,,,,,,,,,,,,KBAZ,New Braunfels Regional Airport,651,29.703056,-98.041115
3297,KHVN,New Haven Tweed Airport,12,41.263748,-72.886803,,,,,,,,,,,,,,KHVN,New Haven Tweed Airport,12,41.263748,-72.886803
3298,KARA,New Iberia Acadiana Regional Airport,24,30.03775,-91.883797,,,,,,,,,,,,,,KARA,New Iberia Acadiana Regional Airport,24,30.03775,-91.883797
3299,KGON,New London Groton Airport,10,41.328888,-72.046387,,,,,,,,,,,,,,KGON,New London Groton Airport,10,41.328888,-72.046387
3300,KNEW,New Orleans Lakefront Airport,9,30.039444,-90.026665,,,,,,,,,,,,,,KNEW,New Orleans Lakefront Airport,9,30.039444,-90.026665
3301,KMSY,New Orleans Louis Armstrong International Airport,3,29.99338,-90.258003,,,,,,,,,,,,,,KMSY,New Orleans Louis Armstrong International Airport,3,29.99338,-90.258003
3302,NZNP,New Plymouth Airport,94,-39.007812,174.177841,,,,,,,,,,,,,,NZNP,New Plymouth Airport,94,-39.007812,174.177841
3303,KRNH,New Richmond Municipal Airport,989,45.149738,-92.539536,,,,,,,,,,,,,,KRNH,New Richmond Municipal Airport,989,45.149738,-92.539536
3304,KEVB,New Smyrna Beach Municipal Airport,10,29.055555,-80.948891,,,,,,,,,,,,,,KEVB,New Smyrna Beach Municipal Airport,10,29.055555,-80.948891
3305,PANW,New Stuyahok Airport,364,59.449902,-157.328003,,,,,,,,,,,,,,PANW,New Stuyahok Airport,364,59.449902,-157.328003
3306,KJRB,New York Downtown Manhattan Heliport,7,40.70121,-74.009003,,,,,,,,,,,,,,KJRB,New York Downtown Manhattan Heliport,7,40.70121,-74.009003
3307,KJFK,New York John F. Kennedy International Airport,14,40.639751,-73.7789,,,,,,,,,,,,,,KJFK,New York John F. Kennedy International Airport,14,40.639751,-73.7789
3308,KLGA,New York LaGuardia Airport,21,40.777248,-73.872597,,,,,,,,,,,,,,KLGA,New York LaGuardia Airport,21,40.777248,-73.872597
3309,KEWR,New York Newark Liberty International Airport,18,40.692501,-74.168602,,,,,,,,,,,,,,KEWR,New York Newark Liberty International Airport,18,40.692501,-74.168602
3310,KSWF,New York Stewart International Airport,491,41.504108,-74.104797,,,,,,,,,,,,,,KSWF,New York Stewart International Airport,491,41.504108,-74.104797
3311,EGNT,Newcastle Airport,266,55.037498,-1.69166,,,,,,,,,,,,,,EGNT,Newcastle Airport,266,55.037498,-1.69166
3312,YWLM,Newcastle Airport,31,-32.794998,151.834396,,,,,,,,,,,,,,YWLM,Newcastle Airport,31,-32.794998,151.834396
3313,YLMQ,Newcastle Lake Macquarie Airport,4,-33.06591,151.646133,,,,,,,,,,,,,,YLMQ,Newcastle Lake Macquarie Airport,4,-33.06591,151.646133
3314,KECS,Newcastle Mondell Field Airport,4151,43.884514,-104.314651,,,,,,,,,,,,,,KECS,Newcastle Mondell Field Airport,4151,43.884514,-104.314651
3315,YNWN,Newman Airport,1724,-23.4177,119.802696,,,,,,,,,,,,,,YNWN,Newman Airport,1724,-23.4177,119.802696
3316,KONP,Newport Municipal Airport,160,44.580276,-124.057777,,,,,,,,,,,,,,KONP,Newport Municipal Airport,160,44.580276,-124.057777
3317,KPHF,Newport News Williamsburg International Airport,42,37.131889,-76.492897,,,,,,,,,,,,,,KPHF,Newport News Williamsburg International Airport,42,37.131889,-76.492897
3318,KUUU,Newport State Airport,172,41.532398,-71.281502,,,,,,,,,,,,,,KUUU,Newport State Airport,172,41.532398,-71.281502
3319,KEFK,Newport State Airport,927,44.889606,-72.228043,,,,,,,,,,,,,,KEFK,Newport State Airport,927,44.889606,-72.228043
3320,EGHQ,Newquay Cornwall Airport,390,50.440552,-4.9954,,,,,,,,,,,,,,EGHQ,Newquay Cornwall Airport,390,50.440552,-4.9954
3321,PAEW,Newtok Airport,10,60.939419,-164.641541,,,,,,,,,,,,,,PAEW,Newtok Airport,10,60.939419,-164.641541
3322,KEWK,Newton City County Airport,1533,38.058201,-97.274498,,,,,,,,,,,,,,KEWK,Newton City County Airport,1533,38.058201,-97.274498
3323,KTNU,Newton Municipal Airport,953,41.674442,-93.021667,,,,,,,,,,,,,,KTNU,Newton Municipal Airport,953,41.674442,-93.021667
3324,FKKN,Ngaoundere Airport,3655,7.357011,13.55924,,,,,,,,,,,,,,FKKN,Ngaoundere Airport,3655,7.357011,13.55924
3325,YNGU,Ngukurr Airport,40,-14.723298,134.747406,,,,,,,,,,,,,,YNGU,Ngukurr Airport,40,-14.723298,134.747406
3326,VVCR,Nha Trang Cam Ranh International Airport,40,11.993611,109.224998,,,,,,,,,,,,,,VVCR,Nha Trang Cam Ranh International Airport,40,11.993611,109.224998
3327,KIAG,Niagara Falls International Airport,592,43.10733,-78.946098,,,,,,,,,,,,,,KIAG,Niagara Falls International Airport,592,43.10733,-78.946098
3328,DRRN,Niamey Diori Hamani International Airport,732,13.48154,2.183614,,,,,,,,,,,,,,DRRN,Niamey Diori Hamani International Airport,732,13.48154,2.183614
3329,NTKN,Niau Airport,10,-16.121988,-146.373245,,,,,,,,,,,,,,NTKN,Niau Airport,10,-16.121988,-146.373245
3330,LFMN,Nice Cote d'Azur Airport,12,43.661453,7.21736,,,,,,,,,,,,,,LFMN,Nice Cote d'Azur Airport,12,43.661453,7.21736
3331,YCNF,Nifty Airport,295,-21.6717,121.586998,,,,,,,,,,,,,,YCNF,Nifty Airport,295,-21.6717,121.586998
3332,PAGT,Nightmute Airport,14,60.471046,-164.700836,,,,,,,,,,,,,,PAGT,Nightmute Airport,14,60.471046,-164.700836
3333,RJSN,Niigata Airport,29,37.955891,139.120697,,,,,,,,,,,,,,RJSN,Niigata Airport,29,37.955891,139.120697
3334,UHNN,Nikolayevsk-na-Amur Airport,177,53.154167,140.651108,,,,,,,,,,,,,,UHNN,Nikolayevsk-na-Amur Airport,177,53.154167,140.651108
3335,LFTW,Nimes Ales Camargue Cevennes Airport,309,43.7575,4.416389,,,,,,,,,,,,,,LFTW,Nimes Ales Camargue Cevennes Airport,309,43.7575,4.416389
3336,ZSNB,Ningbo Lishe International Airport,13,29.826679,121.461899,,,,,,,,,,,,,,ZSNB,Ningbo Lishe International Airport,13,29.826679,121.461899
3337,ZPNL,Ninglang Luguhu Airport,10759,27.542559,100.759323,,,,,,,,,,,,,,ZPNL,Ninglang Luguhu Airport,10759,27.542559,100.759323
3338,LFBN,Niort Souche Airport,201,46.313419,-0.39443,,,,,,,,,,,,,,LFBN,Niort Souche Airport,201,46.313419,-0.39443
3339,LYNI,Nis Constantine the Great Airport,648,43.33728,21.85372,,,,,,,,,,,,,,LYNI,Nis Constantine the Great Airport,648,43.33728,21.85372
3340,NIUE,Niue International Airport,209,-19.08,-169.925003,,,,,,,,,,,,,,NIUE,Niue International Airport,209,-19.08,-169.925003
3341,USNN,Nizhnevartovsk Airport,177,60.949268,76.483612,,,,,,,,,,,,,,USNN,Nizhnevartovsk Airport,177,60.949268,76.483612
3342,UWGG,Nizhny Novgorod International Airport,256,56.23011,43.784039,,,,,,,,,,,,,,UWGG,Nizhny Novgorod International Airport,256,56.23011,43.784039
3343,PAWN,Noatak Airport,88,67.563057,-162.984161,,,,,,,,,,,,,,PAWN,Noatak Airport,88,67.563057,-162.984161
3344,KOLS,Nogales International Airport,3955,31.417721,-110.847,,,,,,,,,,,,,,KOLS,Nogales International Airport,3955,31.417721,-110.847
3345,MMNG,Nogales International Airport,4087,31.22718,-110.977058,,,,,,,,,,,,,,MMNG,Nogales International Airport,4087,31.22718,-110.977058
3346,LFCN,Nogaro Airport,306,43.769726,-0.035688,,,,,,,,,,,,,,LFCN,Nogaro Airport,306,43.769726,-0.035688
3347,UHSN,Nogliki Airport,98,51.799999,143.166672,,,,,,,,,,,,,,UHSN,Nogliki Airport,98,51.799999,143.166672
3348,PAOM,Nome Airport,37,64.512199,-165.445007,,,,,,,,,,,,,,PAOM,Nome Airport,37,64.512199,-165.445007
3349,PFNO,Noorvik Robert Curtis Memorial Airport,52,66.817375,-161.023102,,,,,,,,,,,,,,PFNO,Noorvik Robert Curtis Memorial Airport,52,66.817375,-161.023102
3350,YNSH,Noosaville Noosa Airport,4,-26.423244,153.065247,,,,,,,,,,,,,,YNSH,Noosaville Noosa Airport,4,-26.423244,153.065247
3351,EDWS,Norden Norddeich Airport,-6,53.633007,7.190385,,,,,,,,,,,,,,EDWS,Norden Norddeich Airport,-6,53.633007,7.190385
3352,EDWY,Norderney Airport,6,53.706821,7.230247,,,,,,,,,,,,,,EDWY,Norderney Airport,6,53.706821,7.230247
3353,BINF,Nordfjordur Airport,13,65.131943,-13.7463,,,,,,,,,,,,,,BINF,Nordfjordur Airport,13,65.131943,-13.7463
3354,KORF,Norfolk International Airport,25,36.893753,-76.200729,,,,,,,,,,,,,,KORF,Norfolk International Airport,25,36.893753,-76.200729
3355,YSNF,Norfolk Island Airport,371,-29.041599,167.938705,,,,,,,,,,,,,,YSNF,Norfolk Island Airport,371,-29.041599,167.938705
3356,KOFK,Norfolk Regional Airport,1573,41.984165,-97.434166,,,,,,,,,,,,,,KOFK,Norfolk Regional Airport,1573,41.984165,-97.434166
3357,UOOO,Norilsk Alykel Airport,595,69.31105,87.332176,,,,,,,,,,,,,,UOOO,Norilsk Alykel Airport,595,69.31105,87.332176
3358,KOUN,Norman University of Oklahoma Westheimer Airport,1182,35.241978,-97.468529,,,,,,,,,,,,,,KOUN,Norman University of Oklahoma Westheimer Airport,1182,35.241978,-97.468529
3359,CYVQ,Norman Wells Airport,238,65.281609,-126.797997,,,,,,,,,,,,,,CYVQ,Norman Wells Airport,238,65.281609,-126.797997
3360,MYEN,Norman's Cay Airport,8,24.594299,-76.820198,,,,,,,,,,,,,,MYEN,Norman's Cay Airport,8,24.594299,-76.820198
3361,YNTN,Normanton Airport,73,-17.68,141.070007,,,,,,,,,,,,,,YNTN,Normanton Airport,73,-17.68,141.070007
3362,ESSP,Norrkoping Airport,32,58.58625,16.25062,,,,,,,,,,,,,,ESSP,Norrkoping Airport,32,58.58625,16.25062
3363,ESSN,Norrtalje Mellingeholms Airport,40,59.733612,18.698334,,,,,,,,,,,,,,ESSN,Norrtalje Mellingeholms Airport,40,59.733612,18.698334
3364,YNSM,Norseman Airport,878,-32.202538,121.758263,,,,,,,,,,,,,,YNSM,Norseman Airport,878,-32.202538,121.758263
3365,CYYB,North Bay Jack Garland Airport,1215,46.363609,-79.422699,,,,,,,,,,,,,,CYYB,North Bay Jack Garland Airport,1215,46.363609,-79.422699
3366,KOTH,North Bend Southwest Oregon Regional Airport,17,43.418888,-124.239998,,,,,,,,,,,,,,KOTH,North Bend Southwest Oregon Regional Airport,17,43.418888,-124.239998
3367,EGEO,North Connel Oban Airport,20,56.463501,-5.39967,,,,,,,,,,,,,,EGEO,North Connel Oban Airport,20,56.463501,-5.39967
3368,MYEH,North Eleuthera Airport,27,25.474859,-76.683403,,,,,,,,,,,,,,MYEH,North Eleuthera Airport,27,25.474859,-76.683403
3369,KOQU,North Kingstown Quonset State Airport,11,41.59565,-71.410355,,,,,,,,,,,,,,KOQU,North Kingstown Quonset State Airport,11,41.59565,-71.410355
3370,KVGT,North Las Vegas Airport,2182,36.210171,-115.190826,,,,,,,,,,,,,,KVGT,North Las Vegas Airport,2182,36.210171,-115.190826
3371,KCRE,North Myrtle Beach Grand Strand Airport,32,33.811699,-78.7239,,,,,,,,,,,,,,KCRE,North Myrtle Beach Grand Strand Airport,32,33.811699,-78.7239
